,registered_year,engine_capacity,kms_driven,max_power,seats,mileage,resale_price_Lakh,ID,prediction,city,insurance,transmission_type,owner_type,fuel_type,body_type,Date,erro_previsao,reclamacoes,previsao,lucro,prejuizo
1379,2019,1368,30000,160.0,5.0,16.0,13.0,1463,13.873799999999996,Delhi,Third Party insurance,Manual,First Owner,Petrol,SUV,2023-02-08 21:04:33.534195647,0.8737999999999957,com_reclamacao,0.8737999999999957,0.8737999999999957,
1380,2016,2179,64061,140.0,7.0,16.0,12.05,1464,11.480199999999986,Bangalore,Third Party insurance,Manual,Second Owner,Diesel,SUV,2023-02-08 21:45:09.410580125,0.569800000000015,com_reclamacao,-0.569800000000015,,-0.569800000000015
1381,2017,1248,59000,90.0,5.0,24.0,6.45,1465,6.568700000000002,Delhi,Third Party insurance,Manual,First Owner,Diesel,SUV,2023-02-08 22:25:45.286964603,0.11870000000000225,sem_reclamacao,0.11870000000000225,0.11870000000000225,
1382,2015,1498,110000,100.0,5.0,26.0,5.0,1466,4.698600000000001,Delhi,Third Party insurance,Manual,Second Owner,Diesel,Sedan,2023-02-08 23:06:21.163349082,0.3013999999999992,sem_reclamacao,-0.3013999999999992,,-0.3013999999999992
1383,2011,1598,63000,100.0,5.0,16.0,3.4,1467,3.2055999999999987,Pune,Third Party insurance,Manual,Second Owner,Petrol,Sedan,2023-02-08 23:46:57.039733560,0.19440000000000124,sem_reclamacao,-0.19440000000000124,,-0.19440000000000124
1384,2015,1462,119680,100.0,7.0,20.0,5.56,1468,5.101700000000001,Gurgaon,Zero Dep,Manual,First Owner,Petrol,MUV,2023-02-09 00:27:32.916118038,0.4582999999999986,sem_reclamacao,-0.4582999999999986,,-0.4582999999999986
1385,2020,1950,20000,190.0,5.0,16.0,57.0,1469,55.661,Gurgaon,Third Party insurance,Automatic,First Owner,Diesel,Sedan,2023-02-09 01:08:08.792502517,1.3389999999999986,com_reclamacao,-1.3389999999999986,,-1.3389999999999986
1386,2014,1197,41149,80.0,5.0,18.0,4.95,1470,4.769899999999995,Hyderabad,Third Party insurance,Manual,First Owner,Petrol,Hatchback,2023-02-09 01:48:44.668886995,0.1801000000000048,sem_reclamacao,-0.1801000000000048,,-0.1801000000000048
1387,2021,1498,17628,120.0,5.0,18.0,13.61,1471,12.650399999999996,Bangalore,Third Party,Manual,First Owner,Petrol,Sedan,2023-02-09 02:29:20.545271473,0.9596000000000036,com_reclamacao,-0.9596000000000036,,-0.9596000000000036
1388,2014,1498,90000,90.0,5.0,22.0,3.99,1473,4.356500000000004,Mumbai,Third Party insurance,Manual,First Owner,Diesel,SUV,2023-02-09 03:09:56.421655952,0.3665000000000038,sem_reclamacao,0.3665000000000038,0.3665000000000038,
1389,2017,1197,26031,80.0,5.0,22.0,7.14,1474,7.100699999999993,Bangalore,Comprehensive,Manual,First Owner,Petrol,Hatchback,2023-02-09 03:50:32.298040430,0.039300000000006996,sem_reclamacao,-0.039300000000006996,,-0.039300000000006996
1390,2015,2179,120000,140.0,7.0,16.0,9.0,1475,9.106,Bangalore,Third Party insurance,Manual,First Owner,Diesel,SUV,2023-02-09 04:31:08.174424908,0.10599999999999987,sem_reclamacao,0.10599999999999987,0.10599999999999987,
1391,2021,1591,30000,120.0,5.0,16.0,11.99,1476,12.034400000000003,Delhi,Comprehensive,Automatic,First Owner,Petrol,Sedan,2023-02-09 05:11:44.050809387,0.044400000000003104,sem_reclamacao,0.044400000000003104,0.044400000000003104,
1392,2018,814,86770,60.0,5.0,22.0,2.96,1478,2.9589999999999987,Ahmedabad,Comprehensive,Manual,First Owner,Petrol,Hatchback,2023-02-09 05:52:19.927193865,0.0010000000000012221,sem_reclamacao,-0.0010000000000012221,,-0.0010000000000012221
1393,2018,1199,35010,90.0,5.0,18.0,5.95,1479,5.995999999999999,Pune,Third Party insurance,Manual,First Owner,Petrol,Hatchback,2023-02-09 06:32:55.803578343,0.04599999999999849,sem_reclamacao,0.04599999999999849,0.04599999999999849,
1394,2010,1248,167059,70.0,5.0,22.0,1.9,1480,1.933200000000002,Ahmedabad,Third Party,Manual,Second Owner,Diesel,Hatchback,2023-02-09 07:13:31.679962822,0.03320000000000212,sem_reclamacao,0.03320000000000212,0.03320000000000212,
1395,2017,1995,60000,190.0,5.0,22.0,24.9,1482,26.251600000000032,Kolkata,Third Party insurance,Automatic,First Owner,Diesel,Sedan,2023-02-09 07:54:07.556347300,1.3516000000000332,com_reclamacao,1.3516000000000332,1.3516000000000332,
1396,2019,1248,61287,70.0,5.0,28.0,7.88,1483,7.263499999999996,Bangalore,Comprehensive,Manual,First Owner,Diesel,Hatchback,2023-02-09 08:34:43.432731779,0.6165000000000038,com_reclamacao,-0.6165000000000038,,-0.6165000000000038
1397,2018,1197,25843,80.0,5.0,22.0,6.6,1484,6.477500000000007,Chennai,Third Party insurance,Manual,First Owner,Petrol,Sedan,2023-02-09 09:15:19.309116257,0.1224999999999925,sem_reclamacao,-0.1224999999999925,,-0.1224999999999925
1398,2015,1373,85560,90.0,5.0,20.0,5.09,1485,5.304199999999997,Mumbai,Third Party,Manual,First Owner,Petrol,Sedan,2023-02-09 09:55:55.185500735,0.21419999999999728,sem_reclamacao,0.21419999999999728,0.21419999999999728,
1399,2021,1199,25802,90.0,5.0,18.0,8.43,1486,8.108799999999993,Bangalore,Third Party,Manual,First Owner,Petrol,Hatchback,2023-02-09 10:36:31.061885214,0.32120000000000637,sem_reclamacao,-0.32120000000000637,,-0.32120000000000637
1400,2013,814,50000,60.0,5.0,22.0,1.5,1487,1.6857999999999995,Agra,Third Party insurance,Manual,Second Owner,Petrol,Hatchback,2023-02-09 11:17:06.938269692,0.18579999999999952,sem_reclamacao,0.18579999999999952,0.18579999999999952,
1401,2017,1248,110000,90.0,5.0,24.0,6.5,1488,6.599099999999998,Lucknow,Third Party insurance,Manual,First Owner,Diesel,SUV,2023-02-09 11:57:42.814654170,0.09909999999999819,sem_reclamacao,0.09909999999999819,0.09909999999999819,
1402,2017,1248,80000,90.0,5.0,20.0,3.8,1489,4.380400000000003,Chandigarh,Third Party insurance,Manual,First Owner,Diesel,Hatchback,2023-02-09 12:38:18.691038649,0.5804000000000036,com_reclamacao,0.5804000000000036,0.5804000000000036,
1403,2015,998,40000,70.0,5.0,24.0,3.0,1490,3.1084,Mumbai,Third Party insurance,Manual,First Owner,Petrol,Hatchback,2023-02-09 13:18:54.567423127,0.10840000000000005,sem_reclamacao,0.10840000000000005,0.10840000000000005,
1404,2021,1197,37288,80.0,5.0,22.0,6.42,1491,6.563399999999996,Chandigarh,Third Party,Manual,First Owner,Petrol,Hatchback,2023-02-09 13:59:30.443807605,0.1433999999999962,sem_reclamacao,0.1433999999999962,0.1433999999999962,
1405,2016,799,89718,50.0,5.0,26.0,2.78,1492,2.7339,Bangalore,Third Party insurance,Manual,First Owner,Petrol,Hatchback,2023-02-09 14:40:06.320192084,0.046099999999999586,sem_reclamacao,-0.046099999999999586,,-0.046099999999999586
1406,2018,1197,84985,90.0,5.0,22.0,5.31,1493,5.668199999999995,Lucknow,Zero Dep,Automatic,First Owner,Petrol,Hatchback,2023-02-09 15:20:42.196576562,0.35819999999999563,sem_reclamacao,0.35819999999999563,0.35819999999999563,
1407,2017,1197,34000,80.0,5.0,22.0,5.9,1494,5.693699999999992,Delhi,Third Party insurance,Manual,First Owner,Petrol,Hatchback,2023-02-09 16:01:18.072961040,0.2063000000000086,sem_reclamacao,-0.2063000000000086,,-0.2063000000000086
1408,2019,1198,62431,70.0,7.0,20.0,5.09,1495,5.085399999999994,Chennai,Third Party,Manual,Second Owner,Petrol,MUV,2023-02-09 16:41:53.949345519,0.004600000000006155,sem_reclamacao,-0.004600000000006155,,-0.004600000000006155
1409,2018,998,56431,70.0,5.0,20.0,5.25,1496,4.847300000000001,Bangalore,Third Party insurance,Manual,First Owner,Petrol,Hatchback,2023-02-09 17:22:29.825729997,0.4026999999999994,sem_reclamacao,-0.4026999999999994,,-0.4026999999999994
1410,2017,1999,86000,150.0,5.0,12.0,12.75,1497,14.4707,Delhi,Third Party insurance,Automatic,First Owner,Petrol,SUV,2023-02-09 18:03:05.702114475,1.7207000000000008,com_reclamacao,1.7207000000000008,1.7207000000000008,
1411,2017,1591,63817,120.0,5.0,12.0,8.15,1498,8.766799999999991,Chandigarh,Third Party,Manual,First Owner,Petrol,SUV,2023-02-09 18:43:41.578498954,0.6167999999999907,com_reclamacao,0.6167999999999907,0.6167999999999907,
1412,2012,1086,90000,70.0,5.0,20.0,2.49,1499,2.4184000000000005,Delhi,Third Party insurance,Manual,Second Owner,Petrol,Hatchback,2023-02-09 19:24:17.454883432,0.07159999999999966,sem_reclamacao,-0.07159999999999966,,-0.07159999999999966
1413,2014,1197,50000,80.0,5.0,18.0,2.99,1500,3.069000000000004,Kolkata,Third Party insurance,Manual,First Owner,Petrol,Hatchback,2023-02-09 20:04:53.331267911,0.07900000000000373,sem_reclamacao,0.07900000000000373,0.07900000000000373,
1414,2020,999,54952,70.0,7.0,18.0,6.45,1501,6.514900000000003,Bangalore,Third Party insurance,Automatic,First Owner,Petrol,MUV,2023-02-09 20:45:29.207652389,0.0649000000000024,sem_reclamacao,0.0649000000000024,0.0649000000000024,
1415,2017,1498,53000,100.0,5.0,26.0,8.9,1502,7.996399999999991,Chennai,Third Party insurance,Manual,First Owner,Diesel,SUV,2023-02-09 21:26:05.084036867,0.9036000000000097,com_reclamacao,-0.9036000000000097,,-0.9036000000000097
1416,2018,1248,81352,90.0,5.0,24.0,7.87,1503,8.087600000000004,Pune,Comprehensive,Automatic,Second Owner,Diesel,SUV,2023-02-09 22:06:40.960421346,0.21760000000000357,sem_reclamacao,0.21760000000000357,0.21760000000000357,
1417,2021,1498,20523,120.0,5.0,18.0,8.95,1504,10.28240000000001,Hyderabad,Third Party insurance,Manual,First Owner,Petrol,Sedan,2023-02-09 22:47:16.836805824,1.3324000000000105,com_reclamacao,1.3324000000000105,1.3324000000000105,
1418,2014,1197,96000,80.0,5.0,20.0,4.0,1505,4.1160000000000005,Pune,Comprehensive,Manual,Second Owner,Petrol,Sedan,2023-02-09 23:27:52.713190302,0.11600000000000055,sem_reclamacao,0.11600000000000055,0.11600000000000055,
1419,2019,1396,40000,90.0,5.0,24.0,10.0,1506,9.5976,Ahmedabad,Third Party insurance,Manual,First Owner,Diesel,SUV,2023-02-10 00:08:28.589574781,0.4024000000000001,sem_reclamacao,-0.4024000000000001,,-0.4024000000000001
1420,2012,1199,90000,70.0,5.0,22.0,2.68,1507,3.1878000000000024,Bangalore,Third Party insurance,Manual,Third Owner,Diesel,Hatchback,2023-02-10 00:49:04.465959259,0.5078000000000022,com_reclamacao,0.5078000000000022,0.5078000000000022,
1421,2014,1598,65000,100.0,5.0,16.0,5.45,1508,5.206599999999996,Bangalore,Comprehensive,Manual,Second Owner,Petrol,Sedan,2023-02-10 01:29:40.342343737,0.24340000000000384,sem_reclamacao,-0.24340000000000384,,-0.24340000000000384
1422,2014,998,70435,70.0,5.0,24.0,2.77,1509,3.0202000000000004,Hyderabad,Third Party insurance,Manual,Second Owner,Petrol,Hatchback,2023-02-10 02:10:16.218728216,0.2502000000000004,sem_reclamacao,0.2502000000000004,0.2502000000000004,
1423,2011,1197,51876,90.0,5.0,22.0,3.09,1512,2.761100000000001,Ahmedabad,Comprehensive,Manual,Second Owner,Petrol,Hatchback,2023-02-10 02:50:52.095112694,0.32889999999999864,sem_reclamacao,-0.32889999999999864,,-0.32889999999999864
1424,2022,999,1100,70.0,5.0,20.0,6.4,1513,6.748199999999989,Delhi,Comprehensive,Manual,First Owner,Petrol,SUV,2023-02-10 03:31:27.971497172,0.34819999999998874,sem_reclamacao,0.34819999999998874,0.34819999999998874,
1425,2015,2494,98000,100.0,8.0,12.0,11.75,1515,11.002399999999998,Mumbai,Comprehensive,Manual,First Owner,Diesel,MUV,2023-02-10 04:12:03.847881651,0.747600000000002,com_reclamacao,-0.747600000000002,,-0.747600000000002
1426,2018,998,59084,70.0,5.0,20.0,4.2,1516,4.121599999999996,Hyderabad,Comprehensive,Manual,Second Owner,Petrol,Hatchback,2023-02-10 04:52:39.724266129,0.0784000000000038,sem_reclamacao,-0.0784000000000038,,-0.0784000000000038
1427,2003,998,210500,70.0,5.0,22.0,0.6,1517,0.7411090000000001,Chandigarh,Third Party,Manual,First Owner,Petrol,Hatchback,2023-02-10 05:33:15.600650607,0.14110900000000015,sem_reclamacao,0.14110900000000015,0.14110900000000015,
1428,2019,1199,46566,90.0,5.0,18.0,7.06,1518,7.279399999999993,Chennai,Third Party,Manual,Second Owner,Petrol,SUV,2023-02-10 06:13:51.477035086,0.21939999999999316,sem_reclamacao,0.21939999999999316,0.21939999999999316,
1429,2020,1498,79000,150.0,5.0,18.0,19.95,1519,20.596400000000017,Bangalore,Comprehensive,Automatic,First Owner,Petrol,SUV,2023-02-10 06:54:27.353419564,0.6464000000000176,com_reclamacao,0.6464000000000176,0.6464000000000176,
1430,2012,1199,81000,70.0,5.0,22.0,2.99,1520,2.849300000000003,Pune,Third Party insurance,Manual,Second Owner,Diesel,Hatchback,2023-02-10 07:35:03.229804042,0.14069999999999716,sem_reclamacao,-0.14069999999999716,,-0.14069999999999716
1431,2015,1197,53606,80.0,5.0,18.0,6.66,1521,6.021800000000001,Bangalore,Zero Dep,Manual,First Owner,Petrol,Hatchback,2023-02-10 08:15:39.106188521,0.6381999999999994,com_reclamacao,-0.6381999999999994,,-0.6381999999999994
1432,2021,1197,35792,80.0,5.0,20.0,7.93,1522,7.316999999999994,Ahmedabad,Third Party,Manual,First Owner,Petrol,Hatchback,2023-02-10 08:56:14.982572999,0.6130000000000058,com_reclamacao,-0.6130000000000058,,-0.6130000000000058
1433,2020,1451,16200,140.0,5.0,14.0,16.21,1523,16.455300000000015,Mumbai,Third Party insurance,Automatic,First Owner,Petrol,SUV,2023-02-10 09:36:50.858957478,0.2453000000000145,sem_reclamacao,0.2453000000000145,0.2453000000000145,
1434,2011,1598,52000,100.0,5.0,16.0,2.99,1524,3.068000000000003,Pune,Comprehensive,Manual,First Owner,Petrol,Sedan,2023-02-10 10:17:26.735341956,0.07800000000000296,sem_reclamacao,0.07800000000000296,0.07800000000000296,
1435,2018,1197,30000,80.0,5.0,22.0,5.5,1525,5.597899999999999,Mumbai,Third Party insurance,Manual,Second Owner,Petrol,Hatchback,2023-02-10 10:58:02.611726434,0.09789999999999921,sem_reclamacao,0.09789999999999921,0.09789999999999921,
1436,2014,1197,24700,90.0,5.0,22.0,5.12,1526,5.003500000000002,Bangalore,Comprehensive,Manual,First Owner,Petrol,Hatchback,2023-02-10 11:38:38.488110913,0.1164999999999985,sem_reclamacao,-0.1164999999999985,,-0.1164999999999985
1437,2022,1462,20000,100.0,5.0,20.0,10.0,1527,11.4246,Mumbai,Third Party insurance,Automatic,First Owner,Petrol,SUV,2023-02-10 12:19:14.364495391,1.4245999999999999,com_reclamacao,1.4245999999999999,1.4245999999999999,
1438,2019,1197,67449,80.0,5.0,18.0,6.12,1528,6.012900000000003,Ahmedabad,Zero Dep,Manual,Second Owner,Petrol,Hatchback,2023-02-10 12:59:50.240879869,0.10709999999999731,sem_reclamacao,-0.10709999999999731,,-0.10709999999999731
1439,2011,1399,100000,70.0,5.0,20.0,1.75,1529,1.8866000000000005,Chennai,Third Party insurance,Manual,Second Owner,Diesel,Hatchback,2023-02-10 13:40:26.117264348,0.1366000000000005,sem_reclamacao,0.1366000000000005,0.1366000000000005,
1440,2022,999,20000,110.0,5.0,18.0,16.95,1530,14.989300000000016,Bangalore,Comprehensive,Manual,First Owner,Petrol,SUV,2023-02-10 14:21:01.993648826,1.9606999999999832,com_reclamacao,-1.9606999999999832,,-1.9606999999999832
1441,2014,1968,120000,140.0,5.0,16.0,8.0,1531,8.0836,Pune,Third Party insurance,Automatic,Second Owner,Diesel,Sedan,2023-02-10 15:01:37.870033304,0.08360000000000056,sem_reclamacao,0.08360000000000056,0.08360000000000056,
1442,2020,1353,19000,140.0,5.0,16.0,17.75,1532,17.601600000000005,Bangalore,Comprehensive,Automatic,First Owner,Petrol,SUV,2023-02-10 15:42:13.746417783,0.1483999999999952,sem_reclamacao,-0.1483999999999952,,-0.1483999999999952
1443,2014,1248,90000,70.0,5.0,26.0,4.2,1533,4.174899999999996,Chandigarh,Third Party insurance,Manual,First Owner,Diesel,Hatchback,2023-02-10 16:22:49.622802261,0.025100000000004563,sem_reclamacao,-0.025100000000004563,,-0.025100000000004563
1444,2016,1373,50443,90.0,5.0,20.0,5.77,1534,5.809299999999995,Delhi,Comprehensive,Manual,First Owner,Petrol,Sedan,2023-02-10 17:03:25.499186739,0.03929999999999545,sem_reclamacao,0.03929999999999545,0.03929999999999545,
1445,2017,1197,45617,80.0,5.0,18.0,4.55,1535,4.779900000000003,Delhi,Third Party,Manual,First Owner,Petrol,Hatchback,2023-02-10 17:44:01.375571218,0.22990000000000332,sem_reclamacao,0.22990000000000332,0.22990000000000332,
1446,2015,799,20066,50.0,5.0,26.0,1.45,1536,1.8478999999999983,Chandigarh,Comprehensive,Manual,Second Owner,Petrol,Hatchback,2023-02-10 18:24:37.251955696,0.39789999999999837,sem_reclamacao,0.39789999999999837,0.39789999999999837,
1447,2015,2179,92093,140.0,7.0,16.0,5.0,1537,5.778600000000001,Delhi,Comprehensive,Manual,Second Owner,Diesel,SUV,2023-02-10 19:05:13.128340174,0.7786000000000008,com_reclamacao,0.7786000000000008,0.7786000000000008,
1448,2017,1498,80562,100.0,5.0,26.0,11.0,1538,9.589600000000004,Bangalore,Comprehensive,Manual,First Owner,Diesel,Sedan,2023-02-10 19:45:49.004724653,1.4103999999999957,com_reclamacao,-1.4103999999999957,,-1.4103999999999957
1449,2009,1799,75000,130.0,5.0,12.0,2.25,1539,2.3451000000000004,Pune,Third Party,Automatic,Second Owner,Petrol,Sedan,2023-02-10 20:26:24.881109131,0.0951000000000004,sem_reclamacao,0.0951000000000004,0.0951000000000004,
1450,2020,999,40000,80.0,5.0,18.0,6.2,1540,6.283,Pune,Third Party insurance,Manual,First Owner,Petrol,Hatchback,2023-02-10 21:07:00.757493610,0.08300000000000018,sem_reclamacao,0.08300000000000018,0.08300000000000018,
1451,2017,1497,48661,120.0,5.0,18.0,7.12,1541,7.204800000000003,Mumbai,Zero Dep,Manual,First Owner,Petrol,Sedan,2023-02-10 21:47:36.633878088,0.0848000000000031,sem_reclamacao,0.0848000000000031,0.0848000000000031,
1452,2019,1248,110000,70.0,5.0,22.0,6.0,1542,5.969999999999999,Hyderabad,Third Party insurance,Manual,First Owner,Diesel,Sedan,2023-02-10 22:28:12.510262566,0.030000000000001137,sem_reclamacao,-0.030000000000001137,,-0.030000000000001137
1453,2019,1197,52720,90.0,5.0,22.0,6.2,1543,6.131000000000001,Mumbai,Comprehensive,Manual,First Owner,Petrol,Hatchback,2023-02-10 23:08:48.386647045,0.06899999999999906,sem_reclamacao,-0.06899999999999906,,-0.06899999999999906
1454,2020,1497,19715,110.0,5.0,16.0,10.76,1544,11.171499999999998,Chandigarh,Zero Dep,Manual,First Owner,Petrol,SUV,2023-02-10 23:49:24.263031523,0.4114999999999984,sem_reclamacao,0.4114999999999984,0.4114999999999984,
1455,2013,998,29555,70.0,5.0,20.0,2.46,1546,2.586200000000001,Gurgaon,Comprehensive,Manual,First Owner,Petrol,Hatchback,2023-02-11 00:30:00.139416001,0.1262000000000012,sem_reclamacao,0.1262000000000012,0.1262000000000012,
1456,2019,1998,70000,250.0,5.0,14.0,48.0,1547,47.318000000000005,Chennai,Third Party insurance,Automatic,First Owner,Petrol,SUV,2023-02-11 01:10:36.015800480,0.681999999999995,com_reclamacao,-0.681999999999995,,-0.681999999999995
1457,2012,1199,70000,70.0,5.0,22.0,4.0,1548,3.976900000000001,Bangalore,Third Party insurance,Manual,Second Owner,Diesel,Hatchback,2023-02-11 01:51:11.892184958,0.02309999999999901,sem_reclamacao,-0.02309999999999901,,-0.02309999999999901
1458,2014,2143,120000,200.0,5.0,16.0,20.0,1549,19.3509,Ahmedabad,Third Party insurance,Automatic,First Owner,Diesel,SUV,2023-02-11 02:31:47.768569436,0.6491000000000007,com_reclamacao,-0.6491000000000007,,-0.6491000000000007
1459,2011,1798,82600,140.0,5.0,14.0,3.52,1551,3.3719999999999977,Gurgaon,Third Party,Manual,Second Owner,Petrol,Sedan,2023-02-11 03:12:23.644953915,0.14800000000000235,sem_reclamacao,-0.14800000000000235,,-0.14800000000000235
1460,2011,1598,60000,100.0,5.0,20.0,2.5,1552,2.8287000000000004,Kolkata,Comprehensive,Manual,First Owner,Diesel,Sedan,2023-02-11 03:52:59.521338393,0.32870000000000044,sem_reclamacao,0.32870000000000044,0.32870000000000044,
1461,2014,2179,100000,140.0,7.0,16.0,8.0,1553,7.1001,Delhi,Third Party insurance,Manual,First Owner,Diesel,SUV,2023-02-11 04:33:35.397722871,0.8998999999999997,com_reclamacao,-0.8998999999999997,,-0.8998999999999997
1462,2015,1248,20000,70.0,5.0,26.0,3.75,1554,4.105199999999999,Agra,Third Party insurance,Manual,First Owner,Diesel,Sedan,2023-02-11 05:14:11.274107350,0.35519999999999907,sem_reclamacao,0.35519999999999907,0.35519999999999907,
1463,2016,1498,70000,110.0,5.0,22.0,4.5,1555,4.9448,Lucknow,Third Party insurance,Manual,Second Owner,Diesel,Sedan,2023-02-11 05:54:47.150491828,0.44479999999999986,sem_reclamacao,0.44479999999999986,0.44479999999999986,
1464,2018,1461,26425,80.0,5.0,20.0,8.2,1557,8.142600000000005,Chennai,Comprehensive,Manual,First Owner,Diesel,SUV,2023-02-11 06:35:23.026876306,0.05739999999999412,sem_reclamacao,-0.05739999999999412,,-0.05739999999999412
1465,2014,1197,12275,90.0,5.0,22.0,4.06,1558,4.240800000000002,Gurgaon,Comprehensive,Manual,First Owner,Petrol,Sedan,2023-02-11 07:15:58.903260785,0.1808000000000023,sem_reclamacao,0.1808000000000023,0.1808000000000023,
1466,2018,1197,98260,80.0,5.0,22.0,5.52,1559,5.497499999999994,Delhi,Comprehensive,Manual,First Owner,Petrol,Hatchback,2023-02-11 07:56:34.779645263,0.022500000000005294,sem_reclamacao,-0.022500000000005294,,-0.022500000000005294
1467,2021,998,33203,60.0,5.0,32.0,5.68,1560,5.711399999999998,Gurgaon,Third Party,Manual,First Owner,CNG,Hatchback,2023-02-11 08:37:10.656029741,0.031399999999997874,sem_reclamacao,0.031399999999997874,0.031399999999997874,
1468,2016,1248,70000,70.0,5.0,26.0,2.95,1561,4.018899999999996,Jaipur,Third Party insurance,Manual,First Owner,Diesel,Hatchback,2023-02-11 09:17:46.532414220,1.0688999999999957,com_reclamacao,1.0688999999999957,1.0688999999999957,
1469,2016,2982,120000,170.0,7.0,12.0,17.0,1562,19.5529,Mumbai,Third Party insurance,Manual,Second Owner,Diesel,SUV,2023-02-11 09:58:22.408798698,2.552900000000001,com_reclamacao,2.552900000000001,2.552900000000001,
1470,2018,1968,80000,180.0,5.0,18.0,15.5,1563,16.305500000000006,Mumbai,Third Party insurance,Automatic,Second Owner,Diesel,Sedan,2023-02-11 10:38:58.285183177,0.8055000000000057,com_reclamacao,0.8055000000000057,0.8055000000000057,
1471,2011,1086,46139,70.0,5.0,20.0,2.47,1564,2.326799999999999,Ahmedabad,Third Party insurance,Manual,First Owner,Petrol,Hatchback,2023-02-11 11:19:34.161567655,0.1432000000000011,sem_reclamacao,-0.1432000000000011,,-0.1432000000000011
1472,2021,1368,10000,160.0,5.0,14.0,25.5,1565,23.8788,Bangalore,Third Party insurance,Automatic,First Owner,Petrol,SUV,2023-02-11 12:00:10.037952133,1.6212000000000018,com_reclamacao,-1.6212000000000018,,-1.6212000000000018
1473,2011,1991,60000,150.0,5.0,18.0,3.5,1566,4.3671,Kolkata,Third Party insurance,Automatic,First Owner,Diesel,Sedan,2023-02-11 12:40:45.914336612,0.8670999999999998,com_reclamacao,0.8670999999999998,0.8670999999999998,
1474,2015,1198,33894,90.0,5.0,18.0,3.85,1567,3.933300000000004,Gurgaon,Third Party,Manual,First Owner,Petrol,Sedan,2023-02-11 13:21:21.790721090,0.08330000000000393,sem_reclamacao,0.08330000000000393,0.08330000000000393,
1475,2022,1197,30000,80.0,5.0,18.0,8.75,1568,8.8203,Hyderabad,Third Party insurance,Manual,Second Owner,Petrol,SUV,2023-02-11 14:01:57.667105568,0.07029999999999959,sem_reclamacao,0.07029999999999959,0.07029999999999959,
1476,2014,998,53000,70.0,5.0,24.0,4.25,1569,4.203600000000002,Bangalore,Comprehensive,Automatic,Second Owner,Petrol,Hatchback,2023-02-11 14:42:33.543490047,0.04639999999999844,sem_reclamacao,-0.04639999999999844,,-0.04639999999999844
1477,2022,1991,10000,190.0,5.0,16.0,58.75,1570,59.84249999999997,Delhi,Third Party insurance,Automatic,First Owner,Petrol,Sedan,2023-02-11 15:23:09.419874525,1.0924999999999727,com_reclamacao,1.0924999999999727,1.0924999999999727,
1478,2014,1248,120000,80.0,5.0,20.0,3.5,1571,3.9053,Bangalore,Third Party insurance,Manual,First Owner,Diesel,Hatchback,2023-02-11 16:03:45.296259003,0.4053,sem_reclamacao,0.4053,0.4053,
1479,2019,1598,26343,100.0,5.0,14.0,9.93,1572,9.469499999999988,Pune,Zero Dep,Manual,First Owner,Petrol,Sedan,2023-02-11 16:44:21.172643482,0.4605000000000121,sem_reclamacao,-0.4605000000000121,,-0.4605000000000121
1480,2017,1198,27345,110.0,5.0,16.0,7.34,1573,7.3494,Chennai,Comprehensive,Manual,First Owner,Petrol,SUV,2023-02-11 17:24:57.049027960,0.009400000000000297,sem_reclamacao,0.009400000000000297,0.009400000000000297,
1481,2020,998,76000,70.0,5.0,34.0,5.15,1574,5.353699999999995,Delhi,Comprehensive,Manual,First Owner,CNG,Hatchback,2023-02-11 18:05:32.925412438,0.20369999999999422,sem_reclamacao,0.20369999999999422,0.20369999999999422,
1482,2019,1248,110000,90.0,5.0,24.0,9.0,1575,8.652999999999999,Chennai,Comprehensive,Automatic,First Owner,Diesel,SUV,2023-02-11 18:46:08.801796917,0.3470000000000013,sem_reclamacao,-0.3470000000000013,,-0.3470000000000013
1483,2011,4999,78616,500.0,5.0,10.0,35.0,1576,31.9649,Pune,Third Party insurance,Automatic,Second Owner,Petrol,SUV,2023-02-11 19:26:44.678181395,3.0351,com_reclamacao,-3.0351,,-3.0351
1484,2019,2498,42221,100.0,6.0,16.0,7.42,1577,8.212899999999998,Lucknow,Third Party insurance,Manual,First Owner,Diesel,SUV,2023-02-11 20:07:20.554565873,0.7928999999999977,com_reclamacao,0.7928999999999977,0.7928999999999977,
1485,2016,1199,60000,90.0,5.0,18.0,3.65,1578,3.9377999999999975,Lucknow,Third Party insurance,Manual,Third Owner,Petrol,Hatchback,2023-02-11 20:47:56.430950352,0.2877999999999976,sem_reclamacao,0.2877999999999976,0.2877999999999976,
1486,2011,624,30000,40.0,4.0,26.0,0.55,1579,0.685599999999999,Jaipur,Third Party insurance,Manual,Third Owner,Petrol,Hatchback,2023-02-11 21:28:32.307334830,0.13559999999999894,sem_reclamacao,0.13559999999999894,0.13559999999999894,
1487,2020,1497,63000,120.0,5.0,20.0,11.4,1580,10.919699999999994,Hyderabad,Third Party insurance,Manual,First Owner,Diesel,SUV,2023-02-11 22:09:08.183719309,0.48030000000000683,sem_reclamacao,-0.48030000000000683,,-0.48030000000000683
1488,2013,1591,55000,120.0,5.0,18.0,4.4,1581,4.368799999999994,Pune,Comprehensive,Manual,First Owner,Petrol,Sedan,2023-02-11 22:49:44.060103787,0.031200000000006334,sem_reclamacao,-0.031200000000006334,,-0.031200000000006334
