,Date
2552,2023-03-13 22:45:56.533188753
2553,2023-03-13 23:26:32.409573232
2554,2023-03-14 00:07:08.285957710
2555,2023-03-14 00:47:44.162342188
2556,2023-03-14 01:28:20.038726667
2557,2023-03-14 02:08:55.915111145
2558,2023-03-14 02:49:31.791495623
2559,2023-03-14 03:30:07.667880102
2560,2023-03-14 04:10:43.544264580
2561,2023-03-14 04:51:19.420649058
2562,2023-03-14 05:31:55.297033537
2563,2023-03-14 06:12:31.173418015
2564,2023-03-14 06:53:07.049802493
2565,2023-03-14 07:33:42.926186972
2566,2023-03-14 08:14:18.802571450
2567,2023-03-14 08:54:54.678955928
2568,2023-03-14 09:35:30.555340407
2569,2023-03-14 10:16:06.431724885
2570,2023-03-14 10:56:42.308109364
2571,2023-03-14 11:37:18.184493842
2572,2023-03-14 12:17:54.060878320
2573,2023-03-14 12:58:29.937262799
2574,2023-03-14 13:39:05.813647277
2575,2023-03-14 14:19:41.690031755
2576,2023-03-14 15:00:17.566416234
2577,2023-03-14 15:40:53.442800712
2578,2023-03-14 16:21:29.319185190
2579,2023-03-14 17:02:05.195569669
2580,2023-03-14 17:42:41.071954147
2581,2023-03-14 18:23:16.948338625
2582,2023-03-14 19:03:52.824723104
2583,2023-03-14 19:44:28.701107582
2584,2023-03-14 20:25:04.577492060
2585,2023-03-14 21:05:40.453876539
2586,2023-03-14 21:46:16.330261017
2587,2023-03-14 22:26:52.206645495
2588,2023-03-14 23:07:28.083029974
2589,2023-03-14 23:48:03.959414452
2590,2023-03-15 00:28:39.835798931
2591,2023-03-15 01:09:15.712183409
2592,2023-03-15 01:49:51.588567887
2593,2023-03-15 02:30:27.464952366
2594,2023-03-15 03:11:03.341336844
2595,2023-03-15 03:51:39.217721322
2596,2023-03-15 04:32:15.094105801
2597,2023-03-15 05:12:50.970490279
2598,2023-03-15 05:53:26.846874757
2599,2023-03-15 06:34:02.723259236
2600,2023-03-15 07:14:38.599643714
2601,2023-03-15 07:55:14.476028192
2602,2023-03-15 08:35:50.352412671
2603,2023-03-15 09:16:26.228797149
2604,2023-03-15 09:57:02.105181627
2605,2023-03-15 10:37:37.981566106
2606,2023-03-15 11:18:13.857950584
2607,2023-03-15 11:58:49.734335063
2608,2023-03-15 12:39:25.610719541
2609,2023-03-15 13:20:01.487104019
2610,2023-03-15 14:00:37.363488498
2611,2023-03-15 14:41:13.239872976
2612,2023-03-15 15:21:49.116257454
2613,2023-03-15 16:02:24.992641933
2614,2023-03-15 16:43:00.869026411
2615,2023-03-15 17:23:36.745410889
2616,2023-03-15 18:04:12.621795368
2617,2023-03-15 18:44:48.498179846
2618,2023-03-15 19:25:24.374564324
2619,2023-03-15 20:06:00.250948803
2620,2023-03-15 20:46:36.127333281
2621,2023-03-15 21:27:12.003717759
2622,2023-03-15 22:07:47.880102238
2623,2023-03-15 22:48:23.756486716
2624,2023-03-15 23:28:59.632871194
2625,2023-03-16 00:09:35.509255673
2626,2023-03-16 00:50:11.385640151
2627,2023-03-16 01:30:47.262024630
2628,2023-03-16 02:11:23.138409108
2629,2023-03-16 02:51:59.014793586
2630,2023-03-16 03:32:34.891178065
2631,2023-03-16 04:13:10.767562543
2632,2023-03-16 04:53:46.643947021
2633,2023-03-16 05:34:22.520331500
2634,2023-03-16 06:14:58.396715978
2635,2023-03-16 06:55:34.273100456
2636,2023-03-16 07:36:10.149484935
2637,2023-03-16 08:16:46.025869413
2638,2023-03-16 08:57:21.902253891
2639,2023-03-16 09:37:57.778638370
2640,2023-03-16 10:18:33.655022848
2641,2023-03-16 10:59:09.531407326
2642,2023-03-16 11:39:45.407791805
2643,2023-03-16 12:20:21.284176283
2644,2023-03-16 13:00:57.160560762
2645,2023-03-16 13:41:33.036945240
2646,2023-03-16 14:22:08.913329718
2647,2023-03-16 15:02:44.789714197
2648,2023-03-16 15:43:20.666098675
2649,2023-03-16 16:23:56.542483153
2650,2023-03-16 17:04:32.418867632
2651,2023-03-16 17:45:08.295252110
2652,2023-03-16 18:25:44.171636588
2653,2023-03-16 19:06:20.048021067
2654,2023-03-16 19:46:55.924405545
2655,2023-03-16 20:27:31.800790023
2656,2023-03-16 21:08:07.677174502
2657,2023-03-16 21:48:43.553558980
2658,2023-03-16 22:29:19.429943458
2659,2023-03-16 23:09:55.306327937
2660,2023-03-16 23:50:31.182712415
2661,2023-03-17 00:31:07.059096894
2662,2023-03-17 01:11:42.935481372
2663,2023-03-17 01:52:18.811865850
2664,2023-03-17 02:32:54.688250329
2665,2023-03-17 03:13:30.564634807
2666,2023-03-17 03:54:06.441019285
2667,2023-03-17 04:34:42.317403764
2668,2023-03-17 05:15:18.193788242
2669,2023-03-17 05:55:54.070172720
2670,2023-03-17 06:36:29.946557199
2671,2023-03-17 07:17:05.822941677
2672,2023-03-17 07:57:41.699326155
2673,2023-03-17 08:38:17.575710634
2674,2023-03-17 09:18:53.452095112
2675,2023-03-17 09:59:29.328479590
2676,2023-03-17 10:40:05.204864069
2677,2023-03-17 11:20:41.081248547
2678,2023-03-17 12:01:16.957633025
2679,2023-03-17 12:41:52.834017504
2680,2023-03-17 13:22:28.710401982
2681,2023-03-17 14:03:04.586786461
2682,2023-03-17 14:43:40.463170939
2683,2023-03-17 15:24:16.339555417
2684,2023-03-17 16:04:52.215939896
2685,2023-03-17 16:45:28.092324374
2686,2023-03-17 17:26:03.968708852
2687,2023-03-17 18:06:39.845093331
2688,2023-03-17 18:47:15.721477809
2689,2023-03-17 19:27:51.597862287
2690,2023-03-17 20:08:27.474246766
2691,2023-03-17 20:49:03.350631244
2692,2023-03-17 21:29:39.227015722
2693,2023-03-17 22:10:15.103400201
2694,2023-03-17 22:50:50.979784679
2695,2023-03-17 23:31:26.856169157
2696,2023-03-18 00:12:02.732553636
2697,2023-03-18 00:52:38.608938114
2698,2023-03-18 01:33:14.485322593
2699,2023-03-18 02:13:50.361707071
2700,2023-03-18 02:54:26.238091549
2701,2023-03-18 03:35:02.114476028
2702,2023-03-18 04:15:37.990860506
2703,2023-03-18 04:56:13.867244984
2704,2023-03-18 05:36:49.743629463
2705,2023-03-18 06:17:25.620013941
2706,2023-03-18 06:58:01.496398419
2707,2023-03-18 07:38:37.372782898
2708,2023-03-18 08:19:13.249167376
2709,2023-03-18 08:59:49.125551854
2710,2023-03-18 09:40:25.001936333
2711,2023-03-18 10:21:00.878320811
2712,2023-03-18 11:01:36.754705289
2713,2023-03-18 11:42:12.631089768
2714,2023-03-18 12:22:48.507474246
2715,2023-03-18 13:03:24.383858724
2716,2023-03-18 13:44:00.260243203
2717,2023-03-18 14:24:36.136627681
2718,2023-03-18 15:05:12.013012160
2719,2023-03-18 15:45:47.889396638
2720,2023-03-18 16:26:23.765781116
2721,2023-03-18 17:06:59.642165595
2722,2023-03-18 17:47:35.518550073
2723,2023-03-18 18:28:11.394934551
2724,2023-03-18 19:08:47.271319030
2725,2023-03-18 19:49:23.147703508
2726,2023-03-18 20:29:59.024087986
2727,2023-03-18 21:10:34.900472465
2728,2023-03-18 21:51:10.776856943
2729,2023-03-18 22:31:46.653241421
2730,2023-03-18 23:12:22.529625900
2731,2023-03-18 23:52:58.406010378
2732,2023-03-19 00:33:34.282394856
2733,2023-03-19 01:14:10.158779335
2734,2023-03-19 01:54:46.035163813
2735,2023-03-19 02:35:21.911548292
2736,2023-03-19 03:15:57.787932770
2737,2023-03-19 03:56:33.664317248
2738,2023-03-19 04:37:09.540701727
2739,2023-03-19 05:17:45.417086205
2740,2023-03-19 05:58:21.293470683
2741,2023-03-19 06:38:57.169855162
2742,2023-03-19 07:19:33.046239640
2743,2023-03-19 08:00:08.922624118
2744,2023-03-19 08:40:44.799008597
2745,2023-03-19 09:21:20.675393075
2746,2023-03-19 10:01:56.551777553
2747,2023-03-19 10:42:32.428162032
2748,2023-03-19 11:23:08.304546510
2749,2023-03-19 12:03:44.180930988
2750,2023-03-19 12:44:20.057315467
2751,2023-03-19 13:24:55.933699945
2752,2023-03-19 14:05:31.810084424
2753,2023-03-19 14:46:07.686468902
2754,2023-03-19 15:26:43.562853380
2755,2023-03-19 16:07:19.439237859
2756,2023-03-19 16:47:55.315622337
2757,2023-03-19 17:28:31.192006815
2758,2023-03-19 18:09:07.068391294
2759,2023-03-19 18:49:42.944775772
2760,2023-03-19 19:30:18.821160250
2761,2023-03-19 20:10:54.697544729
2762,2023-03-19 20:51:30.573929207
2763,2023-03-19 21:32:06.450313685
2764,2023-03-19 22:12:42.326698164
2765,2023-03-19 22:53:18.203082642
2766,2023-03-19 23:33:54.079467120
2767,2023-03-20 00:14:29.955851599
2768,2023-03-20 00:55:05.832236077
2769,2023-03-20 01:35:41.708620555
2770,2023-03-20 02:16:17.585005034
2771,2023-03-20 02:56:53.461389512
2772,2023-03-20 03:37:29.337773991
2773,2023-03-20 04:18:05.214158469
2774,2023-03-20 04:58:41.090542947
2775,2023-03-20 05:39:16.966927426
2776,2023-03-20 06:19:52.843311904
2777,2023-03-20 07:00:28.719696382
2778,2023-03-20 07:41:04.596080861
2779,2023-03-20 08:21:40.472465339
2780,2023-03-20 09:02:16.348849817
2781,2023-03-20 09:42:52.225234296
2782,2023-03-20 10:23:28.101618774
2783,2023-03-20 11:04:03.978003252
2784,2023-03-20 11:44:39.854387731
2785,2023-03-20 12:25:15.730772209
2786,2023-03-20 13:05:51.607156687
2787,2023-03-20 13:46:27.483541166
2788,2023-03-20 14:27:03.359925644
2789,2023-03-20 15:07:39.236310123
2790,2023-03-20 15:48:15.112694601
2791,2023-03-20 16:28:50.989079079
2792,2023-03-20 17:09:26.865463558
2793,2023-03-20 17:50:02.741848036
2794,2023-03-20 18:30:38.618232514
2795,2023-03-20 19:11:14.494616993
2796,2023-03-20 19:51:50.371001471
2797,2023-03-20 20:32:26.247385949
2798,2023-03-20 21:13:02.123770428
2799,2023-03-20 21:53:38.000154906
2800,2023-03-20 22:34:13.876539384
2801,2023-03-20 23:14:49.752923863
2802,2023-03-20 23:55:25.629308341
2803,2023-03-21 00:36:01.505692819
2804,2023-03-21 01:16:37.382077298
2805,2023-03-21 01:57:13.258461776
2806,2023-03-21 02:37:49.134846254
2807,2023-03-21 03:18:25.011230733
2808,2023-03-21 03:59:00.887615211
2809,2023-03-21 04:39:36.763999690
2810,2023-03-21 05:20:12.640384168
2811,2023-03-21 06:00:48.516768646
2812,2023-03-21 06:41:24.393153125
2813,2023-03-21 07:22:00.269537603
2814,2023-03-21 08:02:36.145922081
2815,2023-03-21 08:43:12.022306560
2816,2023-03-21 09:23:47.898691038
2817,2023-03-21 10:04:23.775075516
2818,2023-03-21 10:44:59.651459995
2819,2023-03-21 11:25:35.527844473
2820,2023-03-21 12:06:11.404228951
2821,2023-03-21 12:46:47.280613430
2822,2023-03-21 13:27:23.156997908
2823,2023-03-21 14:07:59.033382386
2824,2023-03-21 14:48:34.909766865
2825,2023-03-21 15:29:10.786151343
2826,2023-03-21 16:09:46.662535822
2827,2023-03-21 16:50:22.538920300
2828,2023-03-21 17:30:58.415304778
2829,2023-03-21 18:11:34.291689257
2830,2023-03-21 18:52:10.168073735
2831,2023-03-21 19:32:46.044458213
2832,2023-03-21 20:13:21.920842692
2833,2023-03-21 20:53:57.797227170
2834,2023-03-21 21:34:33.673611648
2835,2023-03-21 22:15:09.549996127
2836,2023-03-21 22:55:45.426380605
2837,2023-03-21 23:36:21.302765083
2838,2023-03-22 00:16:57.179149562
2839,2023-03-22 00:57:33.055534040
2840,2023-03-22 01:38:08.931918518
2841,2023-03-22 02:18:44.808302997
2842,2023-03-22 02:59:20.684687475
2843,2023-03-22 03:39:56.561071953
2844,2023-03-22 04:20:32.437456432
2845,2023-03-22 05:01:08.313840910
2846,2023-03-22 05:41:44.190225389
2847,2023-03-22 06:22:20.066609867
2848,2023-03-22 07:02:55.942994345
2849,2023-03-22 07:43:31.819378824
2850,2023-03-22 08:24:07.695763302
2851,2023-03-22 09:04:43.572147780
2852,2023-03-22 09:45:19.448532259
2853,2023-03-22 10:25:55.324916737
2854,2023-03-22 11:06:31.201301215
2855,2023-03-22 11:47:07.077685694
2856,2023-03-22 12:27:42.954070172
2857,2023-03-22 13:08:18.830454650
2858,2023-03-22 13:48:54.706839129
2859,2023-03-22 14:29:30.583223607
2860,2023-03-22 15:10:06.459608085
2861,2023-03-22 15:50:42.335992564
2862,2023-03-22 16:31:18.212377042
2863,2023-03-22 17:11:54.088761521
2864,2023-03-22 17:52:29.965145999
2865,2023-03-22 18:33:05.841530477
2866,2023-03-22 19:13:41.717914956
2867,2023-03-22 19:54:17.594299434
2868,2023-03-22 20:34:53.470683912
2869,2023-03-22 21:15:29.347068391
2870,2023-03-22 21:56:05.223452869
2871,2023-03-22 22:36:41.099837347
2872,2023-03-22 23:17:16.976221826
2873,2023-03-22 23:57:52.852606304
2874,2023-03-23 00:38:28.728990782
2875,2023-03-23 01:19:04.605375261
2876,2023-03-23 01:59:40.481759739
2877,2023-03-23 02:40:16.358144217
2878,2023-03-23 03:20:52.234528696
2879,2023-03-23 04:01:28.110913174
2880,2023-03-23 04:42:03.987297652
2881,2023-03-23 05:22:39.863682131
2882,2023-03-23 06:03:15.740066609
2883,2023-03-23 06:43:51.616451088
2884,2023-03-23 07:24:27.492835566
2885,2023-03-23 08:05:03.369220044
2886,2023-03-23 08:45:39.245604523
2887,2023-03-23 09:26:15.121989001
2888,2023-03-23 10:06:50.998373479
2889,2023-03-23 10:47:26.874757958
2890,2023-03-23 11:28:02.751142436
2891,2023-03-23 12:08:38.627526914
2892,2023-03-23 12:49:14.503911393
2893,2023-03-23 13:29:50.380295871
2894,2023-03-23 14:10:26.256680349
2895,2023-03-23 14:51:02.133064828
2896,2023-03-23 15:31:38.009449306
2897,2023-03-23 16:12:13.885833784
2898,2023-03-23 16:52:49.762218263
2899,2023-03-23 17:33:25.638602741
2900,2023-03-23 18:14:01.514987220
2901,2023-03-23 18:54:37.391371698
2902,2023-03-23 19:35:13.267756176
2903,2023-03-23 20:15:49.144140655
2904,2023-03-23 20:56:25.020525133
2905,2023-03-23 21:37:00.896909611
2906,2023-03-23 22:17:36.773294090
2907,2023-03-23 22:58:12.649678568
2908,2023-03-23 23:38:48.526063046
2909,2023-03-24 00:19:24.402447525
2910,2023-03-24 01:00:00.278832003
2911,2023-03-24 01:40:36.155216481
2912,2023-03-24 02:21:12.031600960
2913,2023-03-24 03:01:47.907985438
2914,2023-03-24 03:42:23.784369916
2915,2023-03-24 04:22:59.660754395
2916,2023-03-24 05:03:35.537138873
2917,2023-03-24 05:44:11.413523352
2918,2023-03-24 06:24:47.289907830
2919,2023-03-24 07:05:23.166292308
2920,2023-03-24 07:45:59.042676787
2921,2023-03-24 08:26:34.919061265
2922,2023-03-24 09:07:10.795445743
2923,2023-03-24 09:47:46.671830222
2924,2023-03-24 10:28:22.548214700
2925,2023-03-24 11:08:58.424599178
2926,2023-03-24 11:49:34.300983657
2927,2023-03-24 12:30:10.177368135
2928,2023-03-24 13:10:46.053752613
2929,2023-03-24 13:51:21.930137092
2930,2023-03-24 14:31:57.806521570
2931,2023-03-24 15:12:33.682906048
2932,2023-03-24 15:53:09.559290527
2933,2023-03-24 16:33:45.435675005
2934,2023-03-24 17:14:21.312059483
2935,2023-03-24 17:54:57.188443962
2936,2023-03-24 18:35:33.064828440
2937,2023-03-24 19:16:08.941212919
2938,2023-03-24 19:56:44.817597397
2939,2023-03-24 20:37:20.693981875
2940,2023-03-24 21:17:56.570366354
2941,2023-03-24 21:58:32.446750832
2942,2023-03-24 22:39:08.323135310
2943,2023-03-24 23:19:44.199519789
2944,2023-03-25 00:00:20.075904267
2945,2023-03-25 00:40:55.952288745
2946,2023-03-25 01:21:31.828673224
2947,2023-03-25 02:02:07.705057702
2948,2023-03-25 02:42:43.581442180
2949,2023-03-25 03:23:19.457826659
2950,2023-03-25 04:03:55.334211137
2951,2023-03-25 04:44:31.210595615
2952,2023-03-25 05:25:07.086980094
2953,2023-03-25 06:05:42.963364572
2954,2023-03-25 06:46:18.839749051
2955,2023-03-25 07:26:54.716133529
2956,2023-03-25 08:07:30.592518007
2957,2023-03-25 08:48:06.468902486
2958,2023-03-25 09:28:42.345286964
2959,2023-03-25 10:09:18.221671442
2960,2023-03-25 10:49:54.098055921
2961,2023-03-25 11:30:29.974440399
2962,2023-03-25 12:11:05.850824877
2963,2023-03-25 12:51:41.727209356
2964,2023-03-25 13:32:17.603593834
2965,2023-03-25 14:12:53.479978312
2966,2023-03-25 14:53:29.356362791
2967,2023-03-25 15:34:05.232747269
2968,2023-03-25 16:14:41.109131747
2969,2023-03-25 16:55:16.985516226
2970,2023-03-25 17:35:52.861900704
2971,2023-03-25 18:16:28.738285182
2972,2023-03-25 18:57:04.614669661
2973,2023-03-25 19:37:40.491054139
2974,2023-03-25 20:18:16.367438618
2975,2023-03-25 20:58:52.243823096
2976,2023-03-25 21:39:28.120207574
2977,2023-03-25 22:20:03.996592053
2978,2023-03-25 23:00:39.872976531
2979,2023-03-25 23:41:15.749361009
2980,2023-03-26 00:21:51.625745488
2981,2023-03-26 01:02:27.502129966
2982,2023-03-26 01:43:03.378514444
2983,2023-03-26 02:23:39.254898923
2984,2023-03-26 03:04:15.131283401
2985,2023-03-26 03:44:51.007667879
2986,2023-03-26 04:25:26.884052358
2987,2023-03-26 05:06:02.760436836
2988,2023-03-26 05:46:38.636821314
2989,2023-03-26 06:27:14.513205793
2990,2023-03-26 07:07:50.389590271
2991,2023-03-26 07:48:26.265974750
2992,2023-03-26 08:29:02.142359228
2993,2023-03-26 09:09:38.018743706
2994,2023-03-26 09:50:13.895128185
2995,2023-03-26 10:30:49.771512663
2996,2023-03-26 11:11:25.647897141
2997,2023-03-26 11:52:01.524281620
2998,2023-03-26 12:32:37.400666098
2999,2023-03-26 13:13:13.277050576
3000,2023-03-26 13:53:49.153435055
3001,2023-03-26 14:34:25.029819533
3002,2023-03-26 15:15:00.906204011
3003,2023-03-26 15:55:36.782588490
3004,2023-03-26 16:36:12.658972968
3005,2023-03-26 17:16:48.535357446
3006,2023-03-26 17:57:24.411741925
3007,2023-03-26 18:38:00.288126403
3008,2023-03-26 19:18:36.164510882
3009,2023-03-26 19:59:12.040895360
3010,2023-03-26 20:39:47.917279838
3011,2023-03-26 21:20:23.793664317
3012,2023-03-26 22:00:59.670048795
3013,2023-03-26 22:41:35.546433273
3014,2023-03-26 23:22:11.422817752
3015,2023-03-27 00:02:47.299202230
3016,2023-03-27 00:43:23.175586708
3017,2023-03-27 01:23:59.051971187
3018,2023-03-27 02:04:34.928355665
3019,2023-03-27 02:45:10.804740143
3020,2023-03-27 03:25:46.681124622
3021,2023-03-27 04:06:22.557509100
3022,2023-03-27 04:46:58.433893578
3023,2023-03-27 05:27:34.310278057
3024,2023-03-27 06:08:10.186662535
3025,2023-03-27 06:48:46.063047013
3026,2023-03-27 07:29:21.939431492
3027,2023-03-27 08:09:57.815815970
3028,2023-03-27 08:50:33.692200449
3029,2023-03-27 09:31:09.568584927
3030,2023-03-27 10:11:45.444969405
3031,2023-03-27 10:52:21.321353884
3032,2023-03-27 11:32:57.197738362
3033,2023-03-27 12:13:33.074122840
3034,2023-03-27 12:54:08.950507319
3035,2023-03-27 13:34:44.826891797
3036,2023-03-27 14:15:20.703276275
3037,2023-03-27 14:55:56.579660754
3038,2023-03-27 15:36:32.456045232
3039,2023-03-27 16:17:08.332429710
3040,2023-03-27 16:57:44.208814189
3041,2023-03-27 17:38:20.085198667
3042,2023-03-27 18:18:55.961583145
3043,2023-03-27 18:59:31.837967624
3044,2023-03-27 19:40:07.714352102
3045,2023-03-27 20:20:43.590736581
3046,2023-03-27 21:01:19.467121059
3047,2023-03-27 21:41:55.343505537
3048,2023-03-27 22:22:31.219890016
3049,2023-03-27 23:03:07.096274494
3050,2023-03-27 23:43:42.972658972
3051,2023-03-28 00:24:18.849043451
3052,2023-03-28 01:04:54.725427929
3053,2023-03-28 01:45:30.601812407
3054,2023-03-28 02:26:06.478196886
3055,2023-03-28 03:06:42.354581364
3056,2023-03-28 03:47:18.230965842
3057,2023-03-28 04:27:54.107350321
3058,2023-03-28 05:08:29.983734799
3059,2023-03-28 05:49:05.860119277
3060,2023-03-28 06:29:41.736503756
3061,2023-03-28 07:10:17.612888234
3062,2023-03-28 07:50:53.489272712
3063,2023-03-28 08:31:29.365657191
3064,2023-03-28 09:12:05.242041669
3065,2023-03-28 09:52:41.118426148
3066,2023-03-28 10:33:16.994810626
3067,2023-03-28 11:13:52.871195104
3068,2023-03-28 11:54:28.747579583
3069,2023-03-28 12:35:04.623964061
3070,2023-03-28 13:15:40.500348539
3071,2023-03-28 13:56:16.376733018
3072,2023-03-28 14:36:52.253117496
3073,2023-03-28 15:17:28.129501974
3074,2023-03-28 15:58:04.005886453
3075,2023-03-28 16:38:39.882270931
3076,2023-03-28 17:19:15.758655409
3077,2023-03-28 17:59:51.635039888
3078,2023-03-28 18:40:27.511424366
3079,2023-03-28 19:21:03.387808844
3080,2023-03-28 20:01:39.264193323
3081,2023-03-28 20:42:15.140577801
3082,2023-03-28 21:22:51.016962280
3083,2023-03-28 22:03:26.893346758
3084,2023-03-28 22:44:02.769731236
3085,2023-03-28 23:24:38.646115715
3086,2023-03-29 00:05:14.522500193
3087,2023-03-29 00:45:50.398884671
3088,2023-03-29 01:26:26.275269150
3089,2023-03-29 02:07:02.151653628
3090,2023-03-29 02:47:38.028038106
3091,2023-03-29 03:28:13.904422585
3092,2023-03-29 04:08:49.780807063
3093,2023-03-29 04:49:25.657191541
3094,2023-03-29 05:30:01.533576020
3095,2023-03-29 06:10:37.409960498
3096,2023-03-29 06:51:13.286344976
3097,2023-03-29 07:31:49.162729455
3098,2023-03-29 08:12:25.039113933
3099,2023-03-29 08:53:00.915498411
3100,2023-03-29 09:33:36.791882890
3101,2023-03-29 10:14:12.668267368
3102,2023-03-29 10:54:48.544651847
3103,2023-03-29 11:35:24.421036325
3104,2023-03-29 12:16:00.297420803
3105,2023-03-29 12:56:36.173805282
3106,2023-03-29 13:37:12.050189760
3107,2023-03-29 14:17:47.926574238
3108,2023-03-29 14:58:23.802958717
3109,2023-03-29 15:38:59.679343195
3110,2023-03-29 16:19:35.555727673
3111,2023-03-29 17:00:11.432112152
3112,2023-03-29 17:40:47.308496630
3113,2023-03-29 18:21:23.184881108
3114,2023-03-29 19:01:59.061265587
3115,2023-03-29 19:42:34.937650065
3116,2023-03-29 20:23:10.814034543
3117,2023-03-29 21:03:46.690419022
3118,2023-03-29 21:44:22.566803500
3119,2023-03-29 22:24:58.443187979
3120,2023-03-29 23:05:34.319572457
3121,2023-03-29 23:46:10.195956935
3122,2023-03-30 00:26:46.072341414
3123,2023-03-30 01:07:21.948725892
3124,2023-03-30 01:47:57.825110370
3125,2023-03-30 02:28:33.701494849
3126,2023-03-30 03:09:09.577879327
3127,2023-03-30 03:49:45.454263805
3128,2023-03-30 04:30:21.330648284
3129,2023-03-30 05:10:57.207032762
3130,2023-03-30 05:51:33.083417240
3131,2023-03-30 06:32:08.959801719
3132,2023-03-30 07:12:44.836186197
3133,2023-03-30 07:53:20.712570675
3134,2023-03-30 08:33:56.588955154
3135,2023-03-30 09:14:32.465339632
3136,2023-03-30 09:55:08.341724110
3137,2023-03-30 10:35:44.218108589
3138,2023-03-30 11:16:20.094493067
3139,2023-03-30 11:56:55.970877546
3140,2023-03-30 12:37:31.847262024
3141,2023-03-30 13:18:07.723646502
3142,2023-03-30 13:58:43.600030981
3143,2023-03-30 14:39:19.476415459
3144,2023-03-30 15:19:55.352799937
3145,2023-03-30 16:00:31.229184416
3146,2023-03-30 16:41:07.105568894
3147,2023-03-30 17:21:42.981953372
3148,2023-03-30 18:02:18.858337851
3149,2023-03-30 18:42:54.734722329
3150,2023-03-30 19:23:30.611106807
3151,2023-03-30 20:04:06.487491286
3152,2023-03-30 20:44:42.363875764
3153,2023-03-30 21:25:18.240260242
3154,2023-03-30 22:05:54.116644721
3155,2023-03-30 22:46:29.993029199
3156,2023-03-30 23:27:05.869413678
3157,2023-03-31 00:07:41.745798156
3158,2023-03-31 00:48:17.622182634
3159,2023-03-31 01:28:53.498567113
3160,2023-03-31 02:09:29.374951591
3161,2023-03-31 02:50:05.251336069
3162,2023-03-31 03:30:41.127720548
3163,2023-03-31 04:11:17.004105026
3164,2023-03-31 04:51:52.880489504
3165,2023-03-31 05:32:28.756873983
3166,2023-03-31 06:13:04.633258461
3167,2023-03-31 06:53:40.509642939
3168,2023-03-31 07:34:16.386027418
3169,2023-03-31 08:14:52.262411896
3170,2023-03-31 08:55:28.138796374
3171,2023-03-31 09:36:04.015180853
3172,2023-03-31 10:16:39.891565331
3173,2023-03-31 10:57:15.767949810
3174,2023-03-31 11:37:51.644334288
3175,2023-03-31 12:18:27.520718766
3176,2023-03-31 12:59:03.397103245
3177,2023-03-31 13:39:39.273487723
3178,2023-03-31 14:20:15.149872201
3179,2023-03-31 15:00:51.026256680
3180,2023-03-31 15:41:26.902641158
3181,2023-03-31 16:22:02.779025636
3182,2023-03-31 17:02:38.655410115
3183,2023-03-31 17:43:14.531794593
3184,2023-03-31 18:23:50.408179071
3185,2023-03-31 19:04:26.284563550
3186,2023-03-31 19:45:02.160948028
3187,2023-03-31 20:25:38.037332506
3188,2023-03-31 21:06:13.913716985
3189,2023-03-31 21:46:49.790101463
3190,2023-03-31 22:27:25.666485941
3191,2023-03-31 23:08:01.542870420
3192,2023-03-31 23:48:37.419254898
3193,2023-04-01 00:29:13.295639377
3194,2023-04-01 01:09:49.172023855
3195,2023-04-01 01:50:25.048408333
3196,2023-04-01 02:31:00.924792812
3197,2023-04-01 03:11:36.801177290
3198,2023-04-01 03:52:12.677561768
3199,2023-04-01 04:32:48.553946247
3200,2023-04-01 05:13:24.430330725
3201,2023-04-01 05:54:00.306715203
3202,2023-04-01 06:34:36.183099682
3203,2023-04-01 07:15:12.059484160
3204,2023-04-01 07:55:47.935868638
3205,2023-04-01 08:36:23.812253117
3206,2023-04-01 09:16:59.688637595
3207,2023-04-01 09:57:35.565022073
3208,2023-04-01 10:38:11.441406552
3209,2023-04-01 11:18:47.317791030
3210,2023-04-01 11:59:23.194175509
3211,2023-04-01 12:39:59.070559987
3212,2023-04-01 13:20:34.946944465
3213,2023-04-01 14:01:10.823328944
3214,2023-04-01 14:41:46.699713422
3215,2023-04-01 15:22:22.576097900
3216,2023-04-01 16:02:58.452482379
3217,2023-04-01 16:43:34.328866857
3218,2023-04-01 17:24:10.205251335
3219,2023-04-01 18:04:46.081635814
3220,2023-04-01 18:45:21.958020292
3221,2023-04-01 19:25:57.834404770
3222,2023-04-01 20:06:33.710789249
3223,2023-04-01 20:47:09.587173727
3224,2023-04-01 21:27:45.463558205
3225,2023-04-01 22:08:21.339942684
3226,2023-04-01 22:48:57.216327162
3227,2023-04-01 23:29:33.092711640
3228,2023-04-02 00:10:08.969096119
3229,2023-04-02 00:50:44.845480597
3230,2023-04-02 01:31:20.721865076
3231,2023-04-02 02:11:56.598249554
3232,2023-04-02 02:52:32.474634032
3233,2023-04-02 03:33:08.351018511
3234,2023-04-02 04:13:44.227402989
3235,2023-04-02 04:54:20.103787467
3236,2023-04-02 05:34:55.980171946
3237,2023-04-02 06:15:31.856556424
3238,2023-04-02 06:56:07.732940902
3239,2023-04-02 07:36:43.609325381
3240,2023-04-02 08:17:19.485709859
3241,2023-04-02 08:57:55.362094337
3242,2023-04-02 09:38:31.238478816
3243,2023-04-02 10:19:07.114863294
3244,2023-04-02 10:59:42.991247772
3245,2023-04-02 11:40:18.867632251
3246,2023-04-02 12:20:54.744016729
3247,2023-04-02 13:01:30.620401208
3248,2023-04-02 13:42:06.496785686
3249,2023-04-02 14:22:42.373170164
3250,2023-04-02 15:03:18.249554643
